"uid","y"
8929,1
9960,1
909,1
14251,1
1515,1
17088,1
4546,1
4890,1
5474,1
10943,1
18276,0
18441,1
1295,1
1373,0
16292,0
14082,1
15207,1
1065,1
18498,1
2603,1
9885,1
864,1
6511,1
5813,0
6996,1
12758,1
7328,1
10604,1
5344,0
4279,0
1825,1
11566,1
11264,1
432,1
2670,1
6298,1
13576,1
12211,1
16863,1
5765,0
11056,1
18687,1
11320,1
11957,1
11833,1
15566,1
14615,0
18244,0
13387,0
14540,1
7801,1
15619,1
562,1
6708,1
16161,0
1089,1
16529,0
17825,1
6862,1
10581,1
5565,0
439,1
5352,1
19313,1
11304,1
19571,1
16465,1
7817,1
18285,1
3871,1
8242,0
18802,1
16141,1
1735,1
7257,1
19233,1
6324,1
6878,1
11514,1
11068,1
5760,0
11178,1
13538,1
5871,1
13898,1
4405,1
14909,1
13317,0
18102,1
14607,1
4374,1
15526,1
7917,1
11895,1
12519,0
7605,1
14926,1
6780,1
19300,1
6263,1
12315,1
7219,1
11881,1
1542,1
10572,1
15880,1
3557,1
19686,1
7815,1
13235,1
7643,1
6721,1
723,1
17276,1
7202,1
19608,1
5523,1
16940,1
16953,1
14705,1
9909,1
5779,1
13948,1
3859,1
11941,1
14117,1
4418,1
1761,1
19719,1
13285,1
3137,1
13766,1
15554,1
4453,1
4009,1
7271,1
19699,1
13360,1
7004,1
18661,1
18829,1
15375,0
13726,1
6662,1
11791,1
612,0
731,1
13582,1
9687,1
1730,1
11061,1
16062,1
4481,1
15764,1
1772,1
698,1
9891,1
17650,1
14443,1
6707,1
5306,1
1662,1
5704,1
196,0
13774,1
10618,1
16232,1
17880,1
18512,1
16958,1
16053,1
219,1
3571,1
6534,1
7661,1
7131,1
14224,1
1075,1
11422,0
2643,1
7525,1
12755,0
14084,1
7422,1
1401,1
5540,1
14834,1
17806,1
3460,1
18595,1
12576,1
18078,1
15317,1
13608,1
19178,1
11619,1
9832,1
14635,1
14102,1
13441,1
5696,1
18974,1
8723,1
19201,1
19426,1
3303,1
34,1
8360,1
4333,1
15358,0
15684,1
7718,1
4534,1
11823,1
14233,1
8544,1
12989,1
13911,1
6123,0
18543,1
6922,1
12371,1
18217,0
1762,1
534,1
9038,1
18681,1
4299,1
9071,1
5680,0
16417,1
12737,1
5424,1
7050,1
2188,1
12806,1
4223,1
18716,1
7547,1
5795,1
14137,1
1843,1
8970,1
10330,1
19919,1
11632,1
2126,1
5771,1
19763,1
14511,1
6621,1
16404,1
5364,1
7100,0
12152,1
2438,1
18546,1
3962,0
12600,1
10482,1
10856,0
6941,1
9134,1
3224,1
3645,1
4334,0
12867,1
10158,1
4444,1
6694,1
13791,1
5742,1
2875,0
4148,1
18783,1
16775,1
1411,1
14877,1
6350,1
6244,1
3476,1
5184,1
9385,1
8538,1
17318,1
14681,1
12977,1
16725,1
11372,0
19736,1
9558,1
14064,1
10957,1
13149,1
11873,1
4607,1
15063,0
16791,1
2137,1
3293,1
772,0
12909,1
3617,1
6946,1
8512,1
9585,1
13733,0
987,1
8981,1
4411,1
8780,1
565,1
585,1
16899,1
4440,1
2101,1
18142,1
6699,1
6559,1
3107,1
16066,1
19004,1
1538,1
1045,1
9350,1
9272,1
16088,1
4013,1
5776,1
17321,1
18962,1
8010,1
4883,1
6503,1
7899,0
16494,1
12972,1
19968,1
11906,1
16548,1
4165,1
17932,1
3435,0
7976,1
14860,1
17532,1
16222,0
9782,0
1714,1
307,1
2460,1
569,1
13956,1
8558,1
16173,1
2775,1
13849,1
4043,1
5574,1
12382,1
1129,1
2132,1
763,1
13696,1
4552,1
10248,1
19272,0
14725,1
12106,1
1474,1
4863,1
16363,1
2054,1
12185,0
15933,0
135,1
15620,1
7632,1
3185,1
19223,1
13382,1
12405,1
1403,1
13940,1
9144,1
15283,1
11732,1
18493,1
4889,0
9253,1
734,1
13012,1
3350,1
601,1
15158,1
5281,1
12913,1
282,1
8815,1
468,1
12937,1
11016,0
17820,1
11177,1
9305,1
19319,1
14856,1
12115,1
13429,0
15392,1
15988,1
16828,1
12419,1
15112,1
18397,1
10824,0
17274,1
846,0
8737,1
5861,1
11671,1
2534,1
2359,1
5910,1
4829,1
8541,1
13967,1
2553,1
7836,1
8038,1
4789,1
3703,1
567,1
5121,1
11257,1
14633,0
11084,1
7246,1
12612,1
13112,1
7814,1
980,1
19106,1
16159,1
3732,1
18621,1
6036,1
3002,1
4295,1
15848,1
2668,1
4989,1
2309,1
9162,1
1787,1
796,1
6111,1
3867,1
16454,1
1384,1
12735,1
1121,1
9139,1
6908,0
16254,1
14295,1
3948,1
9651,0
41,1
7039,1
19775,1
13202,1
16571,1
16064,1
18622,1
5962,1
8670,1
10431,0
13339,1
13965,1
13061,1
10014,1
17646,1
11397,1
11062,1
13616,0
6469,0
8733,1
3708,1
15850,1
12039,1
14106,1
2049,1
2950,1
2092,1
15372,0
11183,1
9826,1
8106,1
1161,1
16221,1
4903,1
5582,1
19439,1
3114,1
14392,1
1405,0
8522,0
15150,1
6186,1
5939,1
10307,1
16743,0
10868,1
11751,1
11127,1
3270,1
13887,1
10,1
3340,1
2116,1
18319,1
5991,1
2366,1
828,1
2241,1
7575,0
2878,0
18199,1
14365,1
6199,1
16723,1
1191,1
3134,1
8534,1
3370,0
16832,1
12284,1
1844,1
3276,0
12570,1
8567,1
13482,1
4056,1
5650,1
7232,1
12331,0
4568,1
18388,1
11310,0
4580,1
9146,1
86,1
9773,0
11814,0
15517,1
17466,1
5913,1
14517,1
19031,1
12778,1
16451,1
2005,0
4495,1
15920,1
5598,1
12934,1
11684,1
4407,1
5614,1
17911,1
11459,1
14523,1
2965,1
5227,1
15916,1
4604,1
16487,1
10976,1
11196,1
15421,1
12935,0
5228,1
12602,1
3248,1
12815,1
3718,1
1576,1
13318,1
6902,1
2019,1
18265,0
7631,1
15379,1
18678,1
11845,1
18155,1
7345,1
11047,1
8628,1
15974,1
1991,1
11842,1
11742,1
4711,1
8875,1
11093,1
15136,0
12209,1
5357,1
19098,1
7736,1
18739,1
6077,1
1102,1
15847,1
14959,1
10195,1
13571,1
7371,0
7984,1
16618,1
1206,1
6254,0
13055,1
15583,1
17757,1
1702,1
9795,1
6928,1
17752,1
1022,1
11521,1
7445,1
11559,1
8272,1
18982,1
11408,0
2761,0
19231,1
17678,1
6100,1
17619,1
6840,1
13489,1
9520,1
19791,1
5216,1
14346,1
18279,1
16884,1
16883,1
11776,1
7085,1
11960,1
8980,1
14348,1
8201,1
9946,1
7296,1
10893,1
15345,0
14024,1
2590,1
14566,0
9424,1
7552,1
17660,1
15671,1
6806,1
1941,1
5400,0
18524,0
1271,1
19281,1
8117,1
5450,1
14410,1
18415,1
13323,1
13116,0
19734,1
348,1
4817,1
2582,1
11494,1
3652,1
15556,1
1358,1
19095,1
2970,1
8731,1
6914,0
4096,1
11596,1
11451,1
1255,1
875,1
10732,1
12703,1
3556,1
130,1
400,1
7423,1
15961,1
11001,1
19164,1
154,1
11444,1
6061,1
11423,1
12606,0
10742,1
2977,1
5753,1
10530,1
1502,1
9072,1
10030,1
12541,1
13060,1
9163,1
17071,1
10297,1
19577,1
16142,1
1777,1
6134,1
4077,1
3117,1
15053,0
6282,1
10321,1
7541,1
4838,1
4750,1
17070,1
6305,1
18132,1
4157,1
10715,1
17413,1
11311,1
7168,1
2060,1
1627,1
12454,0
15739,1
11930,1
19604,1
15238,1
9180,1
13590,1
2363,0
7968,1
15434,1
4088,1
6060,1
12072,1
15154,1
6801,1
8950,1
6401,1
14455,1
19024,1
12470,1
13583,1
15476,1
5355,1
10186,1
10023,1
17899,1
13062,1
2102,1
18671,1
10851,1
6004,1
16211,1
19886,0
6447,1
13994,1
13426,1
18922,1
18471,1
899,1
18788,1
8502,1
11463,1
103,1
16288,1
8399,1
15023,0
8307,1
8314,0
7289,1
16726,0
11571,1
12475,1
2271,1
12878,1
7454,1
13641,1
17179,1
3659,0
14313,1
5958,1
7568,0
12490,1
1185,1
11969,1
844,0
5950,1
12125,1
10191,1
17355,1
6797,1
1432,1
1950,1
2731,1
17690,1
1925,1
14171,1
1892,1
15416,1
1389,1
13109,1
18699,1
11170,1
15518,1
19673,1
18907,1
308,1
2869,1
18458,1
2315,1
2664,1
4155,1
19859,1
6999,1
746,1
5191,1
16959,1
5118,1
4098,1
8913,1
12993,1
8677,1
19482,1
7579,1
2750,1
3091,1
493,1
9921,1
14576,1
2809,1
8214,1
18521,1
15664,1
1543,0
18736,1
3375,1
15875,0
15713,1
15119,1
17261,1
14878,1
3432,0
13080,1
15203,1
16799,0
14033,1
10423,1
9457,1
13757,0
1619,0
13453,1
4509,1
18363,1
3264,1
2625,1
10885,1
17403,1
10902,1
17709,1
19285,1
7413,1
9518,1
13705,0
7331,1
14059,1
1001,1
2716,1
15900,1
5215,1
10560,1
16377,1
7699,1
19466,1
5297,1
6116,1
10810,1
6103,0
17113,0
11675,1
13762,1
15660,1
19478,1
9113,1
1453,1
19351,1
14837,0
8296,1
5353,1
10518,1
19039,1
1272,1
3743,1
16314,1
12410,1
249,1
10466,1
7961,1
17008,1
13333,1
14447,1
280,1
6529,1
2145,1
6074,1
4637,1
4575,1
14701,1
4732,1
12749,1
17120,0
16520,0
2793,1
8441,1
14047,1
13392,1
17711,1
1004,1
12845,1
2079,1
2006,1
2276,1
21,1
13581,1
6200,1
11296,1
16841,1
17102,1
2856,1
8499,1
1899,1
1684,1
8671,1
4775,1
9601,1
3483,1
16448,1
6316,1
13529,1
14672,1
18386,1
396,1
1256,1
19615,1
12573,1
11390,1
2510,1
5876,1
13183,1
14660,1
2185,1
9425,1
2730,1
3487,1
752,1
4688,1
17494,1
18070,1
3524,0
17929,1
12861,1
3316,0
18312,0
7122,1
9932,1
11169,0
15926,1
16806,1
9895,1
17695,1
3157,1
996,1
16798,1
5692,1
6440,0
11782,1
5348,1
14730,1
3984,1
17658,1
13961,1
13498,1
3096,1
1717,1
11563,1
11722,1
739,1
9054,1
5212,1
4473,1
6515,0
15121,1
6900,1
10039,1
13521,1
16658,1
2099,1
15198,1
12218,1
5637,1
9923,1
19509,1
18049,1
5188,0
48,1
2562,1
10847,1
14107,1
17498,1
14068,1
14932,0
19230,1
15824,1
19893,1
7716,1
6879,1
19192,0
11894,1
3766,1
16361,1
2023,1
14527,1
12127,0
8979,1
6047,1
15676,1
2419,1
558,1
12659,1
3828,1
17962,1
2991,1
8676,1
69,1
10673,1
17737,0
11429,1
3443,1
3181,1
19794,1
16052,1
1476,1
15647,1
13495,1
2281,1
6551,1
7112,1
13720,1
10694,1
13049,1
9672,1
7466,1
4746,1
15759,1
5104,0
4910,1
10166,1
18159,0
6413,1
16019,0
27,1
11625,1
392,1
13125,0
14930,1
6569,1
5800,0
10408,1
6156,1
457,1
10498,1
18966,1
12147,1
14900,1
7837,1
1768,1
19872,1
2109,1
12149,1
10042,1
18898,1
6189,1
17288,1
7453,1
13782,0
18973,1
17571,0
77,0
10515,0
10254,1
19209,0
3774,0
1254,1
2186,1
16919,1
2545,1
9472,1
15898,1
12498,1
5176,1
12325,1
15483,1
13637,1
15413,1
7217,1
4939,1
10663,1
17187,1
8046,1
2745,0
7188,1
2513,1
14862,1
15280,0
7922,1
19068,1
11376,1
743,0
18081,1
7009,1
19196,1
9636,1
3318,1
5103,1
18725,1
10348,1
17878,1
16909,1
17897,1
12740,1
12239,1
2939,1
15457,1
11327,1
10816,1
17815,1
12480,1
18478,1
19720,0
2721,1
18042,1
15414,1
19915,1
7873,1
12274,1
15037,1
180,1
7756,1
10361,1
1927,1
6793,0
3168,1
9964,1
19713,1
6124,1
5448,1
10451,1
6248,1
10355,0
10500,1
9829,1
10814,1
2124,1
5291,1
12901,1
14614,1
12027,1
4886,1
13970,1
8190,1
6148,1
10552,1
2896,1
16683,1
18534,0
17693,1
14246,1
4865,0
16688,1
2086,1
12581,1
10132,1
19458,1
2104,0
10370,1
3506,0
6636,1
14827,1
19603,1
2711,1
5349,0
17140,1
8454,1
8947,1
13041,1
3709,1
7668,1
9347,1
13907,1
4052,1
2697,0
10365,1
15144,0
6523,1
17080,1
5387,1
7929,1
18617,1
1220,1
4508,1
5693,1
6072,1
18634,1
2519,1
810,1
6650,1
14538,1
8299,1
2502,1
18916,1
12352,1
3356,1
6532,1
18555,1
9879,1
3657,1
19022,0
2091,1
5937,1
13612,1
1986,1
15939,1
10420,1
15339,1
17978,0
2900,1
15145,0
89,1
2192,1
9370,1
8621,1
2316,1
3586,0
19451,1
3898,1
1298,1
10512,0
2310,1
6652,1
12757,1
5968,1
5815,1
15107,1
3360,1
14671,1
13256,1
4646,1
7838,1
803,0
15308,1
14526,1
8763,1
13069,1
10188,1
6142,1
11710,1
12652,1
17015,1
2356,1
19215,1
740,1
5769,1
19010,1
17329,1
106,1
6479,1
16076,1
19536,1
7467,1
3056,1
10570,1
1667,1
10111,1
17864,1
16334,1
12051,1
19707,1
3333,0
17558,1
4371,1
8764,1
13938,1
12595,1
271,1
476,1
4931,1
2631,1
10946,1
5495,1
11038,1
9659,0
17574,1
12299,1
16252,1
14919,1
16287,1
6880,1
4061,1
7973,0
250,0
9632,1
8198,1
443,1
19511,1
11818,1
17688,1
16007,1
6028,1
16284,1
3985,1
513,1
10025,1
17523,1
5004,1
9507,1
18112,1
15802,1
7052,0
16701,1
18119,1
1984,1
15912,1
11840,1
4887,1
18148,1
9190,1
1345,1
6040,1
16521,1
6215,1
3587,1
19492,1
3885,1
17980,1
15018,1
19447,1
4562,0
13390,1
3102,1
6899,1
9394,1
1758,1
6495,1
12135,1
5572,1
9367,1
18879,0
4477,1
8067,1
11502,1
5257,1
13906,1
17997,1
12722,1
17700,1
10439,1
17324,1
3196,1
8605,1
17844,0
14172,1
12834,1
15644,0
13817,1
15603,1
9842,1
8079,1
13319,1
342,1
18885,1
7542,1
1029,1
18336,1
6625,1
6101,1
16991,1
17966,1
16742,0
3231,1
2843,1
16157,1
18803,0
9268,0
7926,1
13577,1
7518,1
16185,1
11025,1
5791,1
7365,1
19017,1
506,1
17630,1
7603,1
8627,1
8471,1
215,1
17489,1
3641,1
10783,1
14968,1
522,1
5098,0
3176,1
4904,1
16576,1
13668,1
10854,1
16741,1
9002,1
17799,1
5015,0
11855,1
11943,1
19548,0
15443,1
3781,1
18532,0
2612,1
7866,1
18324,1
3770,1
16636,1
10129,1
14469,1
14914,1
15017,1
13996,1
2076,1
12667,1
13952,0
7338,1
11456,1
13160,1
749,1
7942,1
12574,1
13278,1
18581,1
13669,0
16238,1
1015,1
3038,1
8975,1
14967,1
2659,1
9337,1
12266,1
5501,1
4982,1
16371,1
11932,1
6640,1
2191,1
16133,1
823,1
17328,1
4464,1
2036,1
13309,1
1755,1
13177,1
2074,1
1640,1
3354,1
12379,1
18486,1
16874,1
6106,0
8859,1
6169,1
2070,1
14565,1
6710,1
3643,1
3144,1
6865,1
2140,1
3414,1
7952,1
15208,1
538,1
1896,1
19100,1
444,1
8135,1
1656,1
575,1
10803,1
17534,1
11175,1
9486,1
14601,1
19134,1
9127,1
8293,1
9999,1
7066,1
8450,1
17052,1
13287,1
710,1
2524,1
13643,1
3924,1
4353,1
11870,1
6159,1
7727,1
9789,0
7010,1
11509,1
5870,0
18600,1
15039,0
11700,1
3342,1
6504,1
19522,1
14138,0
12456,1
17834,1
8176,0
6538,1
12004,1
9887,1
6812,0
363,0
5034,1
16312,1
13665,1
19715,1
9509,1
16116,1
3565,1
13064,1
4984,1
13151,1
14079,1
2705,0
1242,1
4277,1
15815,1
643,1
17014,1
16972,1
17854,1
5716,1
18338,0
4276,0
13082,1
14988,1
2777,1
17935,0
18562,0
19521,1
10421,1
17973,1
4503,1
8212,1
4214,1
19288,1
3151,1
8722,1
7537,1
17915,1
18437,1
12668,1
6473,1
4199,1
17213,1
5287,1
10671,1
3048,1
2381,1
14643,1
12424,1
5545,1
8989,1
16135,1
7972,1
18467,1
15447,0
9455,1
7154,0
15862,1
13621,1
2341,0
18530,1
1880,1
9293,1
466,1
6436,1
2093,1
1629,0
16235,1
9041,1
10870,1
13505,1
13334,1
11235,1
17643,1
14110,1
14575,1
5185,1
10688,1
8129,1
15388,1
4102,1
9277,1
9616,1
697,1
15304,1
19473,1
1241,1
9594,1
5508,1
627,0
19948,1
2930,1
13504,1
16942,1
19840,1
10314,1
1812,1
13198,1
19153,1
13658,1
12793,1
4139,1
14913,1
6315,1
12621,1
14662,0
9884,1
4745,1
5666,1
12693,1
11260,1
9131,1
10043,1
17675,1
16337,1
2794,1
19455,1
1000,1
16041,1
3368,0
16673,1
8226,1
2911,1
16763,1
2265,0
4560,1
6956,1
5437,1
14820,1
3015,1
13781,1
13568,0
18400,1
17352,1
5328,1
9366,1
8152,1
6979,1
1849,1
8643,1
12080,0
18044,1
9393,0
5924,0
9155,1
11980,1
287,0
13296,1
16700,1
7297,1
762,1
8240,1
2589,1
8664,1
13593,1
3656,1
16857,1
1337,1
10247,1
14412,1
1006,1
14429,0
19211,1
18643,1
4057,1
16394,1
15674,1
14734,0
16040,1
7717,1
1355,1
10453,1
9790,1
10819,0
15761,1
7865,1
5739,1
6377,1
15111,1
19436,1
19449,1
16354,1
10350,1
19151,1
16821,1
3068,1
10773,1
17503,1
12746,0
5266,0
284,0
15719,1
16200,1
4675,1
7449,0
7613,1
5932,1
2050,1
16351,1
5304,0
12291,1
4076,1
18628,1
16209,0
13646,1
12960,1
14808,1
19445,1
5911,0
2691,1
15251,1
1673,1
9565,1
11651,1
14146,1
15610,1
16602,0
8945,1
17203,1
1962,1
1500,1
15200,1
7172,1
5600,1
3047,1
13067,1
8258,1
1757,0
5031,1
16797,1
1459,1
1369,1
1763,1
7612,1
774,1
3174,1
19676,1
7146,1
11347,1
5702,1
529,1
9809,1
8259,1
12254,1
2399,1
8329,1
640,1
18226,1
2679,1
15997,1
19435,1
18032,1
5325,0
9583,1
2615,1
3934,1
7666,1
13276,0
315,1
10563,1
17689,0
8986,1
4627,1
276,1
4292,0
14039,1
10310,1
6444,1
14056,0
3517,1
7269,1
15263,1
14397,1
13617,1
7047,1
4224,1
1603,1
3514,1
13179,1
10033,1
15638,1
19442,1
1769,1
7293,1
17840,1
8750,1
15551,1
16207,1
6019,1
17030,1
2772,1
13020,0
15187,1
9797,1
10296,1
13164,1
14244,0
8192,0
18277,1
859,1
13415,1
9380,1
18660,1
9228,1
10806,0
5093,1
12443,1
10331,1
9825,1
8595,1
3765,1
7381,1
4656,1
10875,1
8698,1
1364,1
17992,1
19896,1
10244,1
5014,1
136,1
3525,0
16535,1
989,1
1124,1
17360,1
14259,1
16392,1
7299,1
414,1
15922,0
8602,1
3712,1
3686,1
7576,1
3438,1
208,1
12551,1
8810,1
18076,1
4428,1
629,1
8483,1
11435,1
1466,1
7077,0
17207,1
9215,1
16190,1
6214,1
7329,0
10480,1
333,1
5289,1
2860,1
6660,1
17465,1
4966,1
1913,1
5744,1
13500,1
8327,1
16617,0
16124,1
1148,1
11900,0
754,1
19551,1
1691,1
9409,1
3598,1
10005,1
6889,1
3232,0
9470,1
16599,1
17584,0
6591,0
2464,1
17526,1
13120,1
1398,1
9929,1
2160,1
17001,1
1464,1
17177,1
15575,0
8749,1
240,1
1391,1
13473,1
6571,1
18864,1
5275,1
15911,1
8330,0
18502,0
310,1
8517,1
4499,1
16169,1
12251,1
2490,1
12188,1
17073,1
10217,1
3364,1
13640,1
15623,1
398,1
10219,1
11871,1
17407,1
16006,1
9411,1
920,0
16545,1
15818,1
1813,1
13692,1
7320,1
233,1
16492,1
2530,1
1069,1
11709,1
10414,1
5082,1
8077,1
10678,1
14941,1
3808,1
15938,1
12586,1
6970,1
6741,1
10754,1
359,1
9803,1
7207,1
10204,1
4759,1
15732,1
19142,1
15487,1
6604,1
17412,1
11687,1
5550,1
7931,1
7439,1
15343,1
3976,1
14462,1
19472,1
13146,1
19743,1
16664,1
5,1
1635,1
7562,1
8666,1
12187,1
3028,1
16499,1
4383,1
4695,0
2295,1
14644,1
865,1
7312,1
13810,1
6680,1
12016,1
7099,1
5244,1
15248,1
15749,0
1187,0
7129,1
14154,1
8617,1
5197,1
4845,1
8383,1
17554,1
14366,0
19050,1
11461,1
14879,1
10721,1
3215,1
19064,1
17610,1
15211,1
16445,1
18213,1
18575,1
11621,0
304,1
7760,0
4121,1
14934,1
15792,0
8367,1
9327,1
14578,1
15579,1
13224,1
7578,1
3814,1
13828,1
4755,1
17452,1
12434,1
4644,1
15337,1
12269,1
12566,0
11236,1
4770,1
17603,1
10464,1
15085,1
7025,1
17441,1
17228,1
8019,1
2479,1
8420,1
9419,1
18236,1
735,1
2694,1
14368,1
484,1
3281,1
3302,1
13798,1
13021,1
15420,1
14923,1
17126,1
2786,1
6288,1
9198,1
4131,1
3784,0
18566,0
13007,1
3568,1
8161,1
13916,1
6265,1
525,1
3699,1
5803,1
14609,1
9527,1
6696,1
8029,1
19922,1
18314,1
12852,1
15488,1
18454,0
5568,1
11803,1
19356,1
18203,0
18088,1
5895,1
11510,1
7697,1
4985,0
19614,1
16244,1
1086,1
18990,1
9259,1
10503,1
4046,1
10944,1
16505,1
1578,1
18800,1
8445,1
2819,1
11199,1
9739,1
7664,1
1827,0
19163,1
9878,1
11335,1
6125,1
13734,1
18873,1
7911,1
2476,1
2536,1
2111,1
4255,1
16112,1
10557,1
2283,1
4237,1
7352,1
953,1
12580,1
8153,1
3555,1
7743,1
1136,1
12945,1
10264,1
10636,0
19619,1
9316,1
3620,0
14403,1
13557,1
5587,1
11908,1
998,1
9201,1
8822,1
14383,0
1932,1
9984,1
2756,1
18825,1
13410,1
4882,1
6458,1
8368,1
11374,1
5976,1
1954,1
19718,1
12359,1
16333,1
9998,1
14500,1
17139,1
18260,1
1706,1
2501,1
4573,1
13454,1
11520,1
7786,1
1736,1
16755,1
16046,1
5454,1
8615,1
1851,1
8391,1
7980,1
6817,1
2290,0
17479,1
2864,1
11846,1
17765,1
4128,1
4661,1
18446,1
5381,1
4964,1
1660,1
67,1
13564,1
7229,0
9258,1
12790,1
5667,1
2075,1
16051,1
18961,1
4833,1
12202,1
7426,1
11907,1
5414,1
4156,1
6872,0
8994,1
4856,1
11661,1
15723,1
9641,1
12784,1
10277,1
5190,1
760,1
8303,0
2421,1
6566,1
1939,1
8792,0
18709,1
14432,1
16563,1
6015,0
13975,1
12526,1
8032,1
14483,1
18556,1
16779,1
5045,0
12174,0
10032,1
5627,1
15608,1
1903,1
16967,1
5446,1
8291,1
11437,0
6131,1
4955,1
1008,1
11551,1
14458,1
9716,1
1728,1
5731,1
5301,1
2219,0
2703,1
10390,1
17800,1
10376,1
17280,1
6184,1
4029,1
16929,1
19377,1
4528,1
3946,1
9252,1
3172,1
2499,1
13207,1
10558,1
10997,0
7832,1
5770,1
14352,1
9477,1
5259,1
14091,1
15712,1
12341,1
10233,1
7417,1
5519,1
17885,1
10003,1
580,1
8235,1
8261,1
16459,1
9080,1
15313,1
13275,1
10222,1
13156,1
18046,1
5965,1
3004,1
11104,1
17006,1
6064,1
14735,1
835,1
16172,1
14835,1
17226,1
19861,1
2146,1
5026,1
1407,1
8598,0
4681,1
18194,1
1093,1
12087,0
9538,1
3835,1
15770,1
827,1
5993,0
7657,1
675,0
1396,1
11184,1
17548,1
18772,1
5339,1
3737,1
3775,0
13935,1
18484,1
15857,1
8560,1
5360,1
10896,1
10733,1
1959,1
11019,1
11231,1
8143,1
3805,1
2153,1
5178,1
14215,1
10036,1
6475,1
16560,1
18238,1
8006,1
2065,1
12216,1
6429,1
19018,1
1168,1
9196,1
11786,1
4218,1
16530,1
8961,1
15904,1
9963,1
18756,1
17243,1
808,1
18876,1
14160,1
4421,1
1636,1
18673,0
13836,0
9596,1
3500,1
13697,1
11712,1
19315,0
1261,1
13624,1
2484,1
11893,1
13088,1
4465,1
12750,1
19875,1
3748,1
1454,1
2644,1
15033,1
3929,1
183,1
16601,1
9311,1
8180,1
16979,1
599,1
8839,0
12936,1
5125,1
4033,1
12800,1
18419,1
8200,1
12836,1
17729,1
9724,1
5046,1
10923,0
18837,1
10262,1
631,1
6193,1
8505,1
7157,1
977,0
6483,1
6346,1
10053,1
4564,1
1385,1
9706,1
5652,0
1606,1
19503,1
15615,1
17287,1
19597,1
6768,1
2736,1
19846,1
12276,1
13919,1
2046,1
115,0
10790,1
9769,1
19117,1
12008,1
12588,1
19459,0
10554,0
4541,1
3593,0
11639,1
10704,1
11764,1
6059,1
10484,1
9300,0
8686,1
17338,1
15937,1
2747,1
2199,1
2239,1
11553,1
14702,1
8482,1
16670,1
17578,1
10931,1
2198,1
13176,1
12689,1
18734,0
13493,1
8915,1
16120,1
18730,1
13172,1
424,1
7386,1
15401,1
6632,1
13806,1
7655,0
17098,1
8537,1
1893,1
19086,1
9319,1
14043,1
2735,1
3973,1
6844,1
7858,1
9637,1
5247,1
15292,1
14414,1
11931,1
14200,1
5825,1
8897,1
15068,1
7867,1
4685,1
494,1
18894,0
13509,1
15306,1
12441,1
438,1
17343,1
1415,1
13113,1
19119,1
568,1
19928,1
8861,1
6001,1
10281,1
17399,1
16769,0
9510,1
14676,1
8916,1
7878,1
10556,1
11918,1
16438,1
15929,1
18273,1
15694,0
18195,1
16827,1
8481,1
18,1
18098,1
9240,0
817,1
2344,1
13351,1
14380,1
210,1
12047,1
19981,1
12136,1
14893,1
726,1
14116,1
10954,1
1054,1
8553,0
12962,1
17787,1
1451,1
8871,1
2360,1
2557,1
12902,1
18430,0
8539,1
8921,1
4143,1
126,1
3422,1
9105,1
11048,0
19582,1
3155,0
19573,1
14121,1
6799,1
12415,1
12063,1
9919,1
15738,0
14563,0
11116,1
4844,1
10682,1
14675,1
19955,1
6655,1
16274,0
8905,1
5288,1
16320,1
19935,1
6314,1
5491,0
19452,1
16449,1
574,0
4543,1
16945,1
16667,1
3958,1
362,1
1817,1
16744,1
4023,1
230,1
7432,1
6779,1
14571,1
12803,1
5802,1
8430,1
17776,1
5608,1
1953,1
11053,1
16786,0
2558,1
8514,0
12987,1
7392,1
1727,1
18888,1
5898,1
19842,1
14037,1
18861,1
10611,0
12825,1
12611,1
18416,0
286,1
6579,1
3352,1
13342,1
16767,1
961,1
6456,1
15651,1
169,1
7821,1
14496,1
2420,1
8461,1
2581,1
11163,1
1571,1
8504,1
1363,1
4442,1
6204,1
321,1
4945,1
16071,1
10950,1
13249,1
11450,1
5920,1
5982,1
6984,1
2781,1
12736,1
2156,1
6508,1
18301,1
4992,1
14480,1
6589,1
14952,1
18269,1
8715,1
16580,1
19852,1
18232,1
15398,1
17210,1
4917,1
13439,1
9451,1
14461,0
9514,1
2210,1
8656,1
5909,1
1325,0
18819,1
10892,1
16267,1
4717,1
6431,1
6558,1
3660,1
12925,1
18694,1
19419,1
17316,0
850,1
14895,0
2564,1
6846,0
16955,1
3721,1
12933,1
11050,1
14742,1
18812,1
14376,1
3851,1
14685,1
6309,1
5158,1
18810,1
9262,1
1092,1
886,1
520,0
12863,1
13572,1
16647,1
12665,1
4687,1
18565,1
13614,1
1992,1
1443,1
2480,1
7134,1
7350,1
17952,1
5721,1
11788,1
2852,1
6977,1
6755,1
18022,1
12203,1
10192,0
6389,1
11149,1
340,1
7141,0
7041,1
7694,1
16004,0
16574,1
19147,1
7492,1
17064,1
768,1
16319,1
10858,1
17337,1
2078,0
14755,1
11244,1
13228,1
14982,1
10474,1
9835,1
13196,1
1754,1
15992,1
2018,1
15056,1
6907,1
10841,1
10489,1
1879,1
670,1
14433,1
19141,1
8182,1
9546,1
3905,1
1171,1
15093,1
14773,1
2197,1
12476,1
19139,1
5262,1
2851,1
6525,1
1428,1
10394,1
6448,1
9020,1
1034,1
4019,1
1047,1
3937,0
12771,1
17963,1
1224,1
9652,1
14493,1
16033,1
1291,1
11679,1
3841,1
9084,1
11340,1
13487,1
