uid,n_null,discret_null
25146,50,2
25147,63,2
25148,46,2
25149,43,2
25150,127,3
25151,242,5
25152,48,2
25153,52,2
25154,180,4
25155,43,2
25156,36,2
25157,56,2
25158,57,2
25159,174,4
25160,39,2
25161,44,2
25162,177,4
25163,45,2
25164,174,4
25165,58,2
25166,48,2
25167,1036,5
25168,45,2
25169,1036,5
25170,63,2
25171,59,2
25172,827,5
25173,40,2
25174,49,2
25175,45,2
25176,58,2
25177,260,5
25178,180,4
25179,367,5
25180,72,3
25181,26,1
25182,48,2
25183,44,2
25184,41,2
25185,170,4
25186,40,2
25187,49,2
25188,40,2
25189,713,5
25190,49,2
25191,40,2
25192,711,5
25193,32,1
25194,54,2
25195,36,2
25196,75,3
25197,42,2
25198,706,5
25199,66,2
25200,286,5
25201,35,2
25202,68,2
25203,39,2
25204,64,2
25205,46,2
25206,60,2
25207,41,2
25208,59,2
25209,57,2
25210,29,1
25211,52,2
25212,76,3
25213,55,2
25214,62,2
25215,47,2
25216,45,2
25217,35,2
25218,55,2
25219,51,2
25220,54,2
25221,67,2
25222,57,2
25223,49,2
25224,53,2
25225,65,2
25226,44,2
25227,62,2
25228,38,2
25229,50,2
25230,186,4
25231,38,2
25232,1030,5
25233,1018,5
25234,31,1
25235,39,2
25236,160,4
25237,170,4
25238,714,5
25239,179,4
25240,49,2
25241,51,2
25242,30,1
25243,73,3
25244,120,3
25245,49,2
25246,161,4
25247,33,2
25248,163,4
25249,713,5
25250,50,2
25251,50,2
25252,163,4
25253,31,1
25254,51,2
25255,49,2
25256,50,2
25257,56,2
25258,49,2
25259,64,2
25260,30,1
25261,65,2
25262,63,2
25263,33,2
25264,41,2
25265,61,2
25266,51,2
25267,51,2
25268,100,3
25269,43,2
25270,53,2
25271,33,2
25272,49,2
25273,71,3
25274,77,3
25275,46,2
25276,43,2
25277,33,2
25278,37,2
25279,170,4
25280,45,2
25281,1026,5
25282,56,2
25283,58,2
25284,61,2
25285,58,2
25286,20,1
25287,44,2
25288,28,1
25289,54,2
25290,42,2
25291,171,4
25292,55,2
25293,58,2
25294,67,2
25295,50,2
25296,55,2
25297,40,2
25298,35,2
25299,41,2
25300,829,5
25301,52,2
25302,151,4
25303,175,4
25304,52,2
25305,685,5
25306,54,2
25307,61,2
25308,53,2
25309,60,2
25310,63,2
25311,52,2
25312,24,1
25313,41,2
25314,104,3
25315,61,2
25316,37,2
25317,44,2
25318,41,2
25319,39,2
25320,42,2
25321,43,2
25322,43,2
25323,43,2
25324,192,4
25325,47,2
25326,36,2
25327,47,2
25328,57,2
25329,42,2
25330,63,2
25331,56,2
25332,53,2
25333,48,2
25334,52,2
25335,58,2
25336,49,2
25337,49,2
25338,56,2
25339,46,2
25340,73,3
25341,56,2
25342,71,3
25343,43,2
25344,68,2
25345,54,2
25346,50,2
25347,161,4
25348,64,2
25349,40,2
25350,61,2
25351,42,2
25352,55,2
25353,1024,5
25354,44,2
25355,70,3
25356,55,2
25357,60,2
25358,180,4
25359,46,2
25360,1029,5
25361,66,2
25362,66,2
25363,711,5
25364,60,2
25365,44,2
25366,50,2
25367,52,2
25368,714,5
25369,105,3
25370,42,2
25371,50,2
25372,60,2
25373,43,2
25374,40,2
25375,713,5
25376,50,2
25377,53,2
25378,68,2
25379,60,2
25380,46,2
25381,155,4
25382,1038,5
25383,61,2
25384,35,2
25385,52,2
25386,51,2
25387,45,2
25388,177,4
25389,58,2
25390,40,2
25391,53,2
25392,62,2
25393,182,4
25394,60,2
25395,42,2
25396,58,2
25397,162,4
25398,1004,5
25399,26,1
25400,119,3
25401,702,5
25402,43,2
25403,51,2
25404,35,2
25405,40,2
25406,183,4
25407,51,2
25408,62,2
25409,42,2
25410,69,2
25411,72,3
25412,49,2
25413,39,2
25414,56,2
25415,43,2
25416,178,4
25417,56,2
25418,44,2
25419,40,2
25420,44,2
25421,50,2
25422,30,1
25423,123,3
25424,48,2
25425,45,2
25426,48,2
25427,56,2
25428,93,3
25429,1022,5
25430,56,2
25431,55,2
25432,70,3
25433,61,2
25434,59,2
25435,44,2
25436,44,2
25437,32,1
25438,54,2
25439,291,5
25440,36,2
25441,49,2
25442,175,4
25443,53,2
25444,45,2
25445,178,4
25446,40,2
25447,53,2
25448,47,2
25449,43,2
25450,44,2
25451,39,2
25452,702,5
25453,61,2
25454,41,2
25455,51,2
25456,54,2
25457,41,2
25458,180,4
25459,55,2
25460,59,2
25461,45,2
25462,60,2
25463,56,2
25464,65,2
25465,38,2
25466,165,4
25467,34,2
25468,63,2
25469,177,4
25470,63,2
25471,42,2
25472,161,4
25473,60,2
25474,66,2
25475,52,2
25476,36,2
25477,38,2
25478,54,2
25479,28,1
25480,114,3
25481,176,4
25482,178,4
25483,179,4
25484,53,2
25485,54,2
25486,64,2
25487,170,4
25488,51,2
25489,55,2
25490,51,2
25491,55,2
25492,67,2
25493,706,5
25494,826,5
25495,52,2
25496,301,5
25497,271,5
25498,286,5
25499,66,2
25500,45,2
25501,74,3
25502,696,5
25503,58,2
25504,163,4
25505,53,2
25506,178,4
25507,38,2
25508,48,2
25509,56,2
25510,52,2
25511,56,2
25512,45,2
25513,45,2
25514,47,2
25515,706,5
25516,123,3
25517,48,2
25518,55,2
25519,53,2
25520,44,2
25521,51,2
25522,41,2
25523,47,2
25524,46,2
25525,45,2
25526,36,2
25527,51,2
25528,114,3
25529,69,2
25530,62,2
25531,44,2
25532,47,2
25533,49,2
25534,45,2
25535,49,2
25536,28,1
25537,64,2
25538,112,3
25539,55,2
25540,142,3
25541,39,2
25542,90,3
25543,52,2
25544,39,2
25545,68,2
25546,52,2
25547,31,1
25548,36,2
25549,52,2
25550,48,2
25551,42,2
25552,61,2
25553,49,2
25554,167,4
25555,45,2
25556,154,4
25557,35,2
25558,45,2
25559,42,2
25560,52,2
25561,45,2
25562,1041,5
25563,68,2
25564,157,4
25565,50,2
25566,50,2
25567,166,4
25568,59,2
25569,42,2
25570,40,2
25571,43,2
25572,1028,5
25573,37,2
25574,63,2
25575,62,2
25576,39,2
25577,59,2
25578,41,2
25579,1018,5
25580,61,2
25581,166,4
25582,53,2
25583,48,2
25584,167,4
25585,50,2
25586,52,2
25587,69,2
25588,37,2
25589,49,2
25590,37,2
25591,32,1
25592,43,2
25593,39,2
25594,186,4
25595,60,2
25596,35,2
25597,60,2
25598,56,2
25599,38,2
25600,52,2
25601,34,2
25602,65,2
25603,56,2
25604,128,3
25605,32,1
25606,58,2
25607,28,1
25608,67,2
25609,51,2
25610,38,2
25611,59,2
25612,145,3
25613,43,2
25614,149,4
25615,62,2
25616,59,2
25617,177,4
25618,44,2
25619,37,2
25620,53,2
25621,50,2
25622,166,4
25623,42,2
25624,43,2
25625,42,2
25626,36,2
25627,59,2
25628,60,2
25629,46,2
25630,48,2
25631,54,2
25632,63,2
25633,219,5
25634,160,4
25635,67,2
25636,45,2
25637,1035,5
25638,1029,5
25639,51,2
25640,57,2
25641,65,2
25642,1039,5
25643,41,2
25644,70,3
25645,46,2
25646,58,2
25647,61,2
25648,99,3
25649,62,2
25650,35,2
25651,56,2
25652,53,2
25653,53,2
25654,47,2
25655,824,5
25656,53,2
25657,42,2
25658,172,4
25659,43,2
25660,42,2
25661,46,2
25662,55,2
25663,63,2
25664,165,4
25665,161,4
25666,46,2
25667,31,1
25668,54,2
25669,349,5
25670,155,4
25671,64,2
25672,48,2
25673,54,2
25674,40,2
25675,39,2
25676,53,2
25677,41,2
25678,43,2
25679,45,2
25680,165,4
25681,54,2
25682,38,2
25683,59,2
25684,42,2
25685,162,4
25686,55,2
25687,55,2
25688,102,3
25689,40,2
25690,167,4
25691,49,2
25692,173,4
25693,29,1
25694,35,2
25695,66,2
25696,39,2
25697,54,2
25698,61,2
25699,60,2
25700,60,2
25701,39,2
25702,38,2
25703,41,2
25704,43,2
25705,123,3
25706,56,2
25707,167,4
25708,50,2
25709,29,1
25710,37,2
25711,164,4
25712,67,2
25713,36,2
25714,697,5
25715,65,2
25716,42,2
25717,27,1
25718,60,2
25719,49,2
25720,56,2
25721,43,2
25722,62,2
25723,42,2
25724,54,2
25725,373,5
25726,58,2
25727,37,2
25728,58,2
25729,57,2
25730,34,2
25731,35,2
25732,51,2
25733,62,2
25734,47,2
25735,75,3
25736,55,2
25737,47,2
25738,68,2
25739,65,2
25740,238,5
25741,40,2
25742,38,2
25743,59,2
25744,50,2
25745,1040,5
25746,66,2
25747,55,2
25748,49,2
25749,62,2
25750,43,2
25751,48,2
25752,227,5
25753,176,4
25754,69,2
25755,57,2
25756,172,4
25757,181,4
25758,45,2
25759,61,2
25760,48,2
25761,42,2
25762,57,2
25763,57,2
25764,33,2
25765,47,2
25766,181,4
25767,46,2
25768,170,4
25769,17,1
25770,44,2
25771,57,2
25772,708,5
25773,61,2
25774,45,2
25775,65,2
25776,52,2
25777,69,2
25778,68,2
25779,1031,5
25780,30,1
25781,37,2
25782,39,2
25783,42,2
25784,45,2
25785,65,2
25786,47,2
25787,173,4
25788,60,2
25789,41,2
25790,123,3
25791,46,2
25792,40,2
25793,42,2
25794,43,2
25795,53,2
25796,37,2
25797,41,2
25798,46,2
25799,49,2
25800,51,2
25801,49,2
25802,76,3
25803,1035,5
25804,45,2
25805,51,2
25806,1054,5
25807,58,2
25808,172,4
25809,60,2
25810,53,2
25811,47,2
25812,64,2
25813,58,2
25814,42,2
25815,72,3
25816,34,2
25817,891,5
25818,42,2
25819,165,4
25820,52,2
25821,55,2
25822,46,2
25823,62,2
25824,52,2
25825,48,2
25826,43,2
25827,38,2
25828,65,2
25829,46,2
25830,170,4
25831,208,5
25832,53,2
25833,59,2
25834,71,3
25835,45,2
25836,40,2
25837,60,2
25838,1023,5
25839,51,2
25840,49,2
25841,158,4
25842,51,2
25843,49,2
25844,50,2
25845,132,3
25846,51,2
25847,353,5
25848,42,2
25849,164,4
25850,58,2
25851,53,2
25852,57,2
25853,165,4
25854,90,3
25855,70,3
25856,46,2
25857,171,4
25858,38,2
25859,50,2
25860,101,3
25861,182,4
25862,70,3
25863,172,4
25864,56,2
25865,43,2
25866,67,2
25867,30,1
25868,54,2
25869,46,2
25870,70,3
25871,176,4
25872,66,2
25873,162,4
25874,49,2
25875,43,2
25876,160,4
25877,172,4
25878,37,2
25879,31,1
25880,166,4
25881,48,2
25882,158,4
25883,173,4
25884,169,4
25885,1035,5
25886,51,2
25887,47,2
25888,24,1
25889,1018,5
25890,59,2
25891,38,2
25892,47,2
25893,172,4
25894,44,2
25895,69,2
25896,58,2
25897,41,2
25898,61,2
25899,63,2
25900,37,2
25901,65,2
25902,179,4
25903,77,3
25904,58,2
25905,63,2
25906,163,4
25907,21,1
25908,40,2
25909,162,4
25910,52,2
25911,154,4
25912,65,2
25913,42,2
25914,37,2
25915,53,2
25916,154,4
25917,1028,5
25918,22,1
25919,42,2
25920,40,2
25921,67,2
25922,43,2
25923,56,2
25924,56,2
25925,58,2
25926,33,2
25927,43,2
25928,164,4
25929,40,2
25930,177,4
25931,34,2
25932,34,2
25933,71,3
25934,57,2
25935,177,4
25936,46,2
25937,58,2
25938,52,2
25939,48,2
25940,33,2
25941,63,2
25942,169,4
25943,60,2
25944,55,2
25945,54,2
25946,64,2
25947,821,5
25948,60,2
25949,45,2
25950,40,2
25951,62,2
25952,24,1
25953,56,2
25954,53,2
25955,56,2
25956,45,2
25957,176,4
25958,112,3
25959,52,2
25960,168,4
25961,40,2
25962,178,4
25963,60,2
25964,48,2
25965,33,2
25966,163,4
25967,59,2
25968,184,4
25969,1038,5
25970,49,2
25971,65,2
25972,42,2
25973,277,5
25974,58,2
25975,47,2
25976,38,2
25977,48,2
25978,36,2
25979,160,4
25980,35,2
25981,65,2
25982,144,3
25983,172,4
25984,46,2
25985,196,5
25986,60,2
25987,163,4
25988,54,2
25989,60,2
25990,48,2
25991,51,2
25992,64,2
25993,46,2
25994,57,2
25995,55,2
25996,51,2
25997,60,2
25998,41,2
25999,44,2
26000,45,2
26001,50,2
26002,69,2
26003,38,2
26004,44,2
26005,368,5
26006,42,2
26007,66,2
26008,178,4
26009,50,2
26010,60,2
26011,42,2
26012,53,2
26013,163,4
26014,102,3
26015,24,1
26016,50,2
26017,43,2
26018,51,2
26019,49,2
26020,43,2
26021,48,2
26022,75,3
26023,41,2
26024,61,2
26025,63,2
26026,42,2
26027,1023,5
26028,1023,5
26029,179,4
26030,30,1
26031,62,2
26032,163,4
26033,64,2
26034,40,2
26035,59,2
26036,24,1
26037,174,4
26038,44,2
26039,46,2
26040,171,4
26041,56,2
26042,36,2
26043,47,2
26044,40,2
26045,157,4
26046,53,2
26047,51,2
26048,59,2
26049,57,2
26050,50,2
26051,54,2
26052,50,2
26053,46,2
26054,66,2
26055,49,2
26056,44,2
26057,48,2
26058,142,3
26059,46,2
26060,65,2
26061,60,2
26062,65,2
26063,174,4
26064,57,2
26065,36,2
26066,38,2
26067,52,2
26068,37,2
26069,43,2
26070,38,2
26071,36,2
26072,164,4
26073,44,2
26074,45,2
26075,47,2
26076,57,2
26077,66,2
26078,39,2
26079,62,2
26080,41,2
26081,134,3
26082,54,2
26083,168,4
26084,40,2
26085,24,1
26086,42,2
26087,45,2
26088,175,4
26089,38,2
26090,41,2
26091,55,2
26092,714,5
26093,218,5
26094,40,2
26095,43,2
26096,168,4
26097,36,2
26098,68,2
26099,161,4
26100,43,2
26101,174,4
26102,47,2
26103,695,5
26104,67,2
26105,41,2
26106,44,2
26107,34,2
26108,75,3
26109,64,2
26110,54,2
26111,61,2
26112,29,1
26113,51,2
26114,121,3
26115,44,2
26116,55,2
26117,47,2
26118,44,2
26119,66,2
26120,59,2
26121,28,1
26122,163,4
26123,1036,5
26124,51,2
26125,46,2
26126,49,2
26127,167,4
26128,67,2
26129,37,2
26130,166,4
26131,59,2
26132,61,2
26133,52,2
26134,61,2
26135,50,2
26136,1040,5
26137,56,2
26138,50,2
26139,43,2
26140,1028,5
26141,40,2
26142,52,2
26143,42,2
26144,46,2
26145,38,2
26146,33,2
26147,178,4
26148,215,5
26149,56,2
26150,51,2
26151,46,2
26152,72,3
26153,54,2
26154,50,2
26155,57,2
26156,53,2
26157,30,1
26158,62,2
26159,180,4
26160,68,2
26161,40,2
26162,34,2
26163,33,2
26164,58,2
26165,46,2
26166,49,2
26167,43,2
26168,63,2
26169,44,2
26170,41,2
26171,41,2
26172,1036,5
26173,45,2
26174,166,4
26175,38,2
26176,47,2
26177,65,2
26178,228,5
26179,44,2
26180,232,5
26181,43,2
26182,49,2
26183,34,2
26184,70,3
26185,50,2
26186,240,5
26187,143,3
26188,45,2
26189,31,1
26190,51,2
26191,163,4
26192,65,2
26193,49,2
26194,55,2
26195,67,2
26196,37,2
26197,39,2
26198,38,2
26199,134,3
26200,53,2
26201,67,2
26202,58,2
26203,56,2
26204,153,4
26205,66,2
26206,51,2
26207,1018,5
26208,65,2
26209,54,2
26210,45,2
26211,39,2
26212,63,2
26213,56,2
26214,40,2
26215,1046,5
26216,61,2
26217,117,3
26218,60,2
26219,51,2
26220,35,2
26221,35,2
26222,56,2
26223,172,4
26224,47,2
26225,145,3
26226,66,2
26227,52,2
26228,62,2
26229,56,2
26230,48,2
26231,47,2
26232,73,3
26233,59,2
26234,66,2
26235,56,2
26236,49,2
26237,161,4
26238,31,1
26239,54,2
26240,1017,5
26241,47,2
26242,158,4
26243,42,2
26244,46,2
26245,46,2
26246,45,2
26247,50,2
26248,35,2
26249,177,4
26250,74,3
26251,55,2
26252,45,2
26253,190,4
26254,47,2
26255,58,2
26256,60,2
26257,171,4
26258,163,4
26259,40,2
26260,50,2
26261,178,4
26262,56,2
26263,177,4
26264,37,2
26265,62,2
26266,60,2
26267,1011,5
26268,56,2
26269,50,2
26270,56,2
26271,67,2
26272,68,2
26273,1034,5
26274,56,2
26275,59,2
26276,151,4
26277,178,4
26278,49,2
26279,177,4
26280,42,2
26281,169,4
26282,67,2
26283,47,2
26284,68,2
26285,182,4
26286,47,2
26287,181,4
26288,33,2
26289,44,2
26290,44,2
26291,37,2
26292,71,3
26293,43,2
26294,44,2
26295,66,2
26296,162,4
26297,61,2
26298,62,2
26299,150,4
26300,49,2
26301,47,2
26302,1023,5
26303,52,2
26304,51,2
26305,163,4
26306,152,4
26307,64,2
26308,58,2
26309,42,2
26310,72,3
26311,62,2
26312,62,2
26313,65,2
26314,54,2
26315,50,2
26316,46,2
26317,56,2
26318,60,2
26319,160,4
26320,45,2
26321,40,2
26322,39,2
26323,197,5
26324,42,2
26325,53,2
26326,168,4
26327,40,2
26328,40,2
26329,43,2
26330,37,2
26331,27,1
26332,46,2
26333,50,2
26334,42,2
26335,40,2
26336,38,2
26337,51,2
26338,55,2
26339,46,2
26340,66,2
26341,37,2
26342,47,2
26343,52,2
26344,63,2
26345,46,2
26346,184,4
26347,52,2
26348,40,2
26349,46,2
26350,37,2
26351,25,1
26352,43,2
26353,61,2
26354,55,2
26355,47,2
26356,62,2
26357,60,2
26358,42,2
26359,176,4
26360,37,2
26361,38,2
26362,694,5
26363,66,2
26364,37,2
26365,31,1
26366,64,2
26367,60,2
26368,171,4
26369,49,2
26370,60,2
26371,51,2
26372,1043,5
26373,169,4
26374,65,2
26375,40,2
26376,35,2
26377,37,2
26378,180,4
26379,41,2
26380,43,2
26381,53,2
26382,47,2
26383,45,2
26384,39,2
26385,57,2
26386,54,2
26387,65,2
26388,60,2
26389,40,2
26390,51,2
26391,67,2
26392,60,2
26393,55,2
26394,51,2
26395,69,2
26396,45,2
26397,38,2
26398,153,4
26399,44,2
26400,173,4
26401,32,1
26402,138,3
26403,137,3
26404,1056,5
26405,51,2
26406,35,2
26407,47,2
26408,46,2
26409,37,2
26410,50,2
26411,65,2
26412,49,2
26413,166,4
26414,42,2
26415,52,2
26416,58,2
26417,44,2
26418,45,2
26419,59,2
26420,28,1
26421,61,2
26422,62,2
26423,51,2
26424,53,2
26425,50,2
26426,42,2
26427,51,2
26428,57,2
26429,689,5
26430,55,2
26431,46,2
26432,53,2
26433,48,2
26434,182,4
26435,38,2
26436,64,2
26437,53,2
26438,44,2
26439,37,2
26440,158,4
26441,160,4
26442,46,2
26443,171,4
26444,74,3
26445,173,4
26446,1031,5
26447,50,2
26448,52,2
26449,63,2
26450,39,2
26451,1050,5
26452,36,2
26453,41,2
26454,49,2
26455,59,2
26456,34,2
26457,42,2
26458,53,2
26459,39,2
26460,49,2
26461,174,4
26462,50,2
26463,170,4
26464,61,2
26465,47,2
26466,52,2
26467,61,2
26468,66,2
26469,68,2
26470,49,2
26471,55,2
26472,38,2
26473,63,2
26474,59,2
26475,180,4
26476,45,2
26477,60,2
26478,45,2
26479,178,4
26480,53,2
26481,33,2
26482,172,4
26483,33,2
26484,53,2
26485,51,2
26486,824,5
26487,61,2
26488,168,4
26489,51,2
26490,49,2
26491,42,2
26492,186,4
26493,36,2
26494,39,2
26495,37,2
26496,47,2
26497,80,3
26498,60,2
26499,1038,5
26500,51,2
26501,60,2
26502,176,4
26503,60,2
26504,43,2
26505,51,2
26506,47,2
26507,44,2
26508,51,2
26509,44,2
26510,41,2
26511,1023,5
26512,37,2
26513,42,2
26514,65,2
26515,46,2
26516,48,2
26517,64,2
26518,48,2
26519,98,3
26520,51,2
26521,55,2
26522,42,2
26523,253,5
26524,63,2
26525,63,2
26526,57,2
26527,51,2
26528,39,2
26529,55,2
26530,177,4
26531,43,2
26532,44,2
26533,17,1
26534,62,2
26535,48,2
26536,51,2
26537,49,2
26538,45,2
26539,50,2
26540,49,2
26541,73,3
26542,51,2
26543,44,2
26544,284,5
26545,67,2
26546,70,3
26547,59,2
26548,62,2
26549,43,2
26550,59,2
26551,160,4
26552,50,2
26553,62,2
26554,45,2
26555,62,2
26556,47,2
26557,707,5
26558,61,2
26559,42,2
26560,52,2
26561,50,2
26562,148,4
26563,1035,5
26564,31,1
26565,51,2
26566,55,2
26567,53,2
26568,156,4
26569,38,2
26570,56,2
26571,48,2
26572,157,4
26573,59,2
26574,55,2
26575,62,2
26576,54,2
26577,185,4
26578,65,2
26579,169,4
26580,53,2
26581,62,2
26582,52,2
26583,42,2
26584,130,3
26585,83,3
26586,51,2
26587,54,2
26588,35,2
26589,63,2
26590,39,2
26591,57,2
26592,67,2
26593,185,4
26594,36,2
26595,156,4
26596,57,2
26597,256,5
26598,43,2
26599,37,2
26600,60,2
26601,45,2
26602,178,4
26603,28,1
26604,45,2
26605,64,2
26606,62,2
26607,39,2
26608,45,2
26609,46,2
26610,71,3
26611,65,2
26612,47,2
26613,32,1
26614,41,2
26615,49,2
26616,58,2
26617,180,4
26618,156,4
26619,44,2
26620,56,2
26621,38,2
26622,46,2
26623,51,2
26624,48,2
26625,53,2
26626,43,2
26627,55,2
26628,48,2
26629,1013,5
26630,111,3
26631,52,2
26632,36,2
26633,51,2
26634,30,1
26635,138,3
26636,55,2
26637,181,4
26638,46,2
26639,105,3
26640,51,2
26641,47,2
26642,56,2
26643,51,2
26644,63,2
26645,63,2
26646,48,2
26647,43,2
26648,51,2
26649,48,2
26650,171,4
26651,186,4
26652,37,2
26653,161,4
26654,46,2
26655,41,2
26656,42,2
26657,27,1
26658,48,2
26659,137,3
26660,76,3
26661,177,4
26662,58,2
26663,60,2
26664,160,4
26665,161,4
26666,34,2
26667,56,2
26668,57,2
26669,186,4
26670,56,2
26671,56,2
26672,58,2
26673,44,2
26674,34,2
26675,47,2
26676,50,2
26677,44,2
26678,58,2
26679,49,2
26680,248,5
26681,174,4
26682,37,2
26683,28,1
26684,181,4
26685,49,2
26686,52,2
26687,827,5
26688,165,4
26689,48,2
26690,56,2
26691,49,2
26692,153,4
26693,46,2
26694,37,2
26695,43,2
26696,49,2
26697,68,2
26698,65,2
26699,49,2
26700,139,3
26701,36,2
26702,39,2
26703,178,4
26704,41,2
26705,56,2
26706,63,2
26707,42,2
26708,55,2
26709,69,2
26710,59,2
26711,66,2
26712,39,2
26713,53,2
26714,65,2
26715,41,2
26716,37,2
26717,72,3
26718,50,2
26719,60,2
26720,45,2
26721,43,2
26722,56,2
26723,26,1
26724,821,5
26725,39,2
26726,171,4
26727,61,2
26728,48,2
26729,58,2
26730,52,2
26731,31,1
26732,37,2
26733,1035,5
26734,34,2
26735,49,2
26736,72,3
26737,57,2
26738,43,2
26739,52,2
26740,48,2
26741,52,2
26742,43,2
26743,66,2
26744,42,2
26745,66,2
26746,182,4
26747,178,4
26748,50,2
26749,1035,5
26750,189,4
26751,74,3
26752,54,2
26753,160,4
26754,41,2
26755,42,2
26756,62,2
26757,1036,5
26758,1035,5
26759,48,2
26760,55,2
26761,31,1
26762,47,2
26763,172,4
26764,57,2
26765,59,2
26766,49,2
26767,44,2
26768,175,4
26769,53,2
26770,50,2
26771,165,4
26772,815,5
26773,66,2
26774,56,2
26775,68,2
26776,73,3
26777,162,4
26778,171,4
26779,34,2
26780,52,2
26781,171,4
26782,42,2
26783,46,2
26784,48,2
26785,48,2
26786,173,4
26787,165,4
26788,45,2
26789,42,2
26790,45,2
26791,256,5
26792,49,2
26793,35,2
26794,1036,5
26795,48,2
26796,36,2
26797,65,2
26798,52,2
26799,45,2
26800,46,2
26801,43,2
26802,74,3
26803,64,2
26804,41,2
26805,1024,5
26806,45,2
26807,65,2
26808,42,2
26809,48,2
26810,47,2
26811,57,2
26812,47,2
26813,26,1
26814,33,2
26815,181,4
26816,46,2
26817,61,2
26818,59,2
26819,46,2
26820,46,2
26821,38,2
26822,45,2
26823,50,2
26824,47,2
26825,45,2
26826,705,5
26827,30,1
26828,39,2
26829,56,2
26830,1023,5
26831,154,4
26832,58,2
26833,52,2
26834,146,3
26835,179,4
26836,49,2
26837,1034,5
26838,52,2
26839,34,2
26840,28,1
26841,55,2
26842,44,2
26843,173,4
26844,38,2
26845,59,2
26846,41,2
26847,161,4
26848,49,2
26849,699,5
26850,54,2
26851,234,5
26852,704,5
26853,171,4
26854,699,5
26855,253,5
26856,31,1
26857,87,3
26858,39,2
26859,178,4
26860,53,2
26861,231,5
26862,62,2
26863,181,4
26864,53,2
26865,52,2
26866,824,5
26867,51,2
26868,48,2
26869,192,4
26870,42,2
26871,32,1
26872,162,4
26873,70,3
26874,67,2
26875,34,2
26876,71,3
26877,56,2
26878,65,2
26879,169,4
26880,30,1
26881,827,5
26882,44,2
26883,54,2
26884,64,2
26885,52,2
26886,45,2
26887,64,2
26888,158,4
26889,57,2
26890,163,4
26891,56,2
26892,65,2
26893,153,4
26894,33,2
26895,47,2
26896,51,2
26897,33,2
26898,51,2
26899,44,2
26900,43,2
26901,60,2
26902,60,2
26903,38,2
26904,165,4
26905,57,2
26906,64,2
26907,50,2
26908,60,2
26909,1044,5
26910,185,4
26911,71,3
26912,46,2
26913,66,2
26914,181,4
26915,177,4
26916,40,2
26917,38,2
26918,175,4
26919,171,4
26920,67,2
26921,59,2
26922,1015,5
26923,65,2
26924,214,5
26925,161,4
26926,57,2
26927,41,2
26928,172,4
26929,154,4
26930,53,2
26931,48,2
26932,51,2
26933,69,2
26934,57,2
26935,700,5
26936,46,2
26937,248,5
26938,41,2
26939,38,2
26940,44,2
26941,48,2
26942,29,1
26943,1011,5
26944,58,2
26945,713,5
26946,58,2
26947,57,2
26948,53,2
26949,44,2
26950,36,2
26951,152,4
26952,66,2
26953,42,2
26954,57,2
26955,45,2
26956,41,2
26957,51,2
26958,51,2
26959,51,2
26960,64,2
26961,159,4
26962,49,2
26963,63,2
26964,53,2
26965,28,1
26966,69,2
26967,48,2
26968,1028,5
26969,52,2
26970,37,2
26971,48,2
26972,37,2
26973,53,2
26974,43,2
26975,29,1
26976,66,2
26977,46,2
26978,47,2
26979,178,4
26980,60,2
26981,52,2
26982,45,2
26983,49,2
26984,62,2
26985,56,2
26986,60,2
26987,37,2
26988,42,2
26989,69,2
26990,63,2
26991,63,2
26992,31,1
26993,51,2
26994,58,2
26995,37,2
26996,57,2
26997,816,5
26998,52,2
26999,56,2
27000,165,4
27001,195,5
27002,47,2
27003,64,2
27004,56,2
27005,51,2
27006,54,2
27007,49,2
27008,50,2
27009,52,2
27010,48,2
27011,28,1
27012,51,2
27013,31,1
27014,52,2
27015,61,2
27016,32,1
27017,42,2
27018,177,4
27019,47,2
27020,56,2
27021,31,1
27022,56,2
27023,46,2
27024,39,2
27025,59,2
27026,70,3
27027,68,2
27028,51,2
27029,61,2
27030,32,1
27031,167,4
27032,52,2
27033,37,2
27034,51,2
27035,75,3
27036,121,3
27037,64,2
27038,40,2
27039,1017,5
27040,50,2
27041,66,2
27042,182,4
27043,177,4
27044,69,2
27045,53,2
27046,62,2
27047,177,4
27048,32,1
27049,67,2
27050,1018,5
27051,44,2
27052,183,4
27053,1017,5
27054,45,2
27055,184,4
27056,63,2
27057,158,4
27058,49,2
27059,70,3
27060,45,2
27061,17,1
27062,54,2
27063,32,1
27064,48,2
27065,52,2
27066,45,2
27067,45,2
27068,178,4
27069,49,2
27070,34,2
27071,34,2
27072,23,1
27073,68,2
27074,136,3
27075,41,2
27076,101,3
27077,63,2
27078,52,2
27079,41,2
27080,161,4
27081,162,4
27082,49,2
27083,33,2
27084,706,5
27085,22,1
27086,55,2
27087,48,2
27088,64,2
27089,222,5
27090,64,2
27091,33,2
27092,50,2
27093,50,2
27094,43,2
27095,59,2
27096,35,2
27097,39,2
27098,57,2
27099,42,2
27100,54,2
27101,53,2
27102,67,2
27103,10,1
27104,30,1
27105,57,2
27106,44,2
27107,63,2
27108,52,2
27109,50,2
27110,42,2
27111,158,4
27112,60,2
27113,54,2
27114,163,4
27115,54,2
27116,39,2
27117,48,2
27118,59,2
27119,37,2
27120,51,2
27121,56,2
27122,709,5
27123,50,2
27124,63,2
27125,50,2
27126,63,2
27127,37,2
27128,55,2
27129,180,4
27130,46,2
27131,40,2
27132,176,4
27133,221,5
27134,58,2
