uid,n_null,discret_null
17968,161,4
4050,59,2
4881,167,4
472,52,2
2087,166,4
13980,41,2
12385,44,2
6172,164,4
14041,59,2
12338,46,2
12747,70,3
9229,47,2
4593,32,1
17782,52,2
18742,47,2
7551,42,2
13691,157,4
7083,57,2
655,34,2
4309,167,4
17222,155,4
18776,163,4
16002,176,4
5058,164,4
960,48,2
11188,42,2
10966,57,2
7078,47,2
3161,35,2
7405,181,4
3702,48,2
9175,54,2
903,176,4
1332,54,2
2014,44,2
2182,51,2
14188,45,2
6920,47,2
4781,58,2
3921,36,2
4010,52,2
1641,168,4
2266,46,2
4402,37,2
13606,59,2
3421,165,4
13771,66,2
1614,53,2
5358,62,2
3836,174,4
19467,36,2
14440,47,2
12334,164,4
14906,65,2
2953,42,2
2393,46,2
15415,167,4
13212,43,2
9626,48,2
8949,42,2
5548,42,2
7478,48,2
17941,45,2
10827,41,2
8608,50,2
3731,57,2
11836,45,2
771,60,2
17694,44,2
16898,176,4
12053,157,4
1480,51,2
11507,40,2
10091,49,2
8062,51,2
18838,46,2
14599,49,2
11599,40,2
12264,50,2
19324,62,2
2084,52,2
13201,30,1
4408,44,2
2427,39,2
10080,159,4
10975,186,4
8881,161,4
1908,29,1
12695,53,2
19529,161,4
5249,158,4
353,172,4
15999,172,4
12362,42,2
9712,45,2
9445,68,2
18773,65,2
5464,172,4
16533,47,2
1410,163,4
16434,165,4
6225,33,2
19448,170,4
12168,48,2
5195,173,4
12488,40,2
16380,163,4
17196,162,4
5563,57,2
1739,64,2
13953,167,4
16435,43,2
8718,152,4
5080,92,3
12871,28,1
5866,177,4
18680,185,4
431,41,2
6151,44,2
5001,42,2
16439,172,4
1860,170,4
6251,165,4
10535,48,2
8580,46,2
736,61,2
1816,160,4
18770,48,2
17506,159,4
12065,57,2
5205,165,4
5780,47,2
10078,53,2
8965,183,4
6208,28,1
4194,47,2
14810,47,2
7332,155,4
17003,153,4
14724,65,2
16904,49,2
8931,59,2
19480,29,1
923,163,4
8833,157,4
4505,51,2
8687,167,4
9665,177,4
2693,155,4
11810,155,4
8302,46,2
17198,48,2
17268,34,2
14437,227,5
14460,46,2
9442,201,5
17059,45,2
17671,50,2
19175,61,2
9333,34,2
14230,63,2
9881,65,2
7238,58,2
8455,153,4
7216,27,1
15469,24,1
16621,178,4
18341,172,4
6896,172,4
4554,173,4
13819,156,4
2807,46,2
12645,49,2
7715,49,2
17528,50,2
19954,54,2
17845,47,2
13752,44,2
10798,55,2
18331,42,2
2907,51,2
3066,39,2
15105,56,2
18914,28,1
2992,57,2
4866,163,4
3163,59,2
13625,59,2
14550,52,2
18630,159,4
7076,50,2
11313,147,3
18109,39,2
19849,62,2
13005,29,1
10730,73,3
11728,161,4
5729,57,2
18597,62,2
3489,54,2
5143,158,4
2674,59,2
12204,39,2
14005,47,2
8821,165,4
19391,41,2
1648,58,2
18182,44,2
14315,43,2
10268,47,2
13800,47,2
3974,46,2
5303,46,2
1919,44,2
6548,40,2
10004,165,4
3872,167,4
1615,60,2
12726,162,4
3986,174,4
3624,59,2
5426,177,4
16503,41,2
7979,49,2
9218,52,2
6975,50,2
1503,47,2
18376,57,2
4125,51,2
18993,177,4
3838,48,2
1472,55,2
11990,176,4
13166,63,2
7763,168,4
2632,42,2
2466,47,2
14074,183,4
13435,168,4
6540,56,2
7813,60,2
13443,155,4
19225,51,2
10941,56,2
8084,35,2
4907,166,4
9037,55,2
6333,35,2
17011,40,2
6130,172,4
16624,59,2
5580,161,4
15426,166,4
16805,236,5
15289,163,4
2755,48,2
16911,42,2
12088,163,4
13998,37,2
13448,28,1
5279,43,2
2947,51,2
7987,45,2
5370,68,2
19780,41,2
9271,161,4
19760,49,2
16369,45,2
4318,170,4
14274,46,2
14022,153,4
19371,57,2
13492,164,4
4084,47,2
7214,160,4
11942,172,4
16453,164,4
10340,45,2
8712,169,4
15504,176,4
18030,41,2
14666,47,2
18602,57,2
4028,38,2
1141,33,2
9474,165,4
16184,62,2
8941,41,2
9553,41,2
9446,165,4
2486,181,4
3551,174,4
11065,177,4
5701,46,2
10840,53,2
1010,44,2
2441,53,2
14665,183,4
4099,32,1
5700,50,2
8404,46,2
16717,50,2
10953,46,2
14519,158,4
3818,54,2
1791,43,2
4378,277,5
12394,43,2
17079,52,2
13499,53,2
5225,49,2
17971,50,2
9598,45,2
12589,56,2
5676,47,2
19082,79,3
2908,169,4
16056,37,2
11584,44,2
14986,36,2
8051,58,2
6986,60,2
1056,34,2
18755,172,4
5269,160,4
7425,50,2
3111,41,2
9743,57,2
3325,178,4
4359,50,2
19867,176,4
7802,173,4
16925,45,2
7113,46,2
6166,46,2
13375,56,2
6545,173,4
3843,167,4
9853,166,4
2067,281,5
15482,66,2
14602,47,2
2165,36,2
13218,174,4
8665,38,2
10830,52,2
10115,49,2
14729,51,2
2729,31,1
1588,40,2
8576,63,2
12792,49,2
6406,53,2
4483,45,2
9587,48,2
5231,38,2
10112,151,4
7681,175,4
3077,54,2
2551,66,2
15863,162,4
7349,60,2
2047,154,4
3911,41,2
2933,57,2
5573,47,2
19149,41,2
9381,39,2
12905,37,2
17852,44,2
9937,56,2
11472,49,2
521,164,4
19173,224,5
15697,60,2
18771,50,2
16373,47,2
12409,160,4
4897,165,4
6474,173,4
2410,58,2
2760,170,4
11102,152,4
6160,55,2
14326,64,2
19540,44,2
1275,48,2
6594,46,2
589,50,2
6308,62,2
5299,57,2
13759,53,2
6400,44,2
3020,173,4
15087,63,2
10339,161,4
8758,58,2
14693,162,4
19013,43,2
15972,62,2
17493,46,2
14453,49,2
11766,163,4
8841,46,2
18056,37,2
12458,170,4
3820,46,2
15139,53,2
11516,60,2
18426,159,4
7062,39,2
16738,59,2
15735,56,2
17865,177,4
16973,60,2
1801,161,4
4461,159,4
9145,51,2
18184,83,3
17682,46,2
9060,44,2
5427,162,4
9074,163,4
1783,57,2
4372,172,4
10702,179,4
10368,165,4
3322,171,4
4834,178,4
10045,58,2
5440,44,2
14473,159,4
18900,58,2
2467,39,2
17607,40,2
18334,52,2
8958,65,2
15624,56,2
19006,61,2
5763,165,4
6366,51,2
11351,167,4
9780,64,2
4677,181,4
9655,160,4
7486,47,2
11911,64,2
10569,175,4
17642,43,2
14557,60,2
7267,42,2
12236,62,2
19261,61,2
11928,161,4
13786,53,2
4293,44,2
15928,171,4
4836,168,4
19941,43,2
905,176,4
14780,31,1
4385,160,4
799,28,1
8830,54,2
7340,43,2
270,56,2
5872,58,2
14425,46,2
6884,45,2
16987,35,2
18373,162,4
13699,48,2
10955,42,2
4447,37,2
13503,173,4
3410,43,2
2482,154,4
3190,172,4
6543,161,4
17780,34,2
1800,41,2
8091,52,2
4843,60,2
15334,176,4
19479,43,2
9056,58,2
5204,36,2
1586,44,2
15706,23,1
10344,154,4
19325,46,2
4666,169,4
15662,42,2
9760,49,2
10793,162,4
9496,150,4
11817,158,4
3778,150,4
15146,170,4
16619,47,2
15045,164,4
12544,36,2
15152,47,2
8413,177,4
19221,57,2
12495,155,4
18535,39,2
485,51,2
10278,169,4
12417,158,4
11483,47,2
8730,49,2
18124,41,2
14388,59,2
11618,61,2
3725,43,2
5936,171,4
16352,155,4
13344,44,2
19666,45,2
553,40,2
4912,45,2
4704,56,2
13851,153,4
9423,28,1
11364,47,2
3357,43,2
6960,46,2
15307,55,2
5669,162,4
17376,51,2
4691,170,4
17867,47,2
3638,52,2
13461,59,2
9541,45,2
17826,30,1
2440,161,4
518,161,4
3636,166,4
1340,40,2
1164,44,2
3216,50,2
656,161,4
10460,162,4
6913,63,2
11492,160,4
3049,174,4
3469,38,2
2879,165,4
19975,59,2
15197,52,2
2103,57,2
19057,164,4
14122,50,2
26,82,3
14721,49,2
7772,162,4
2737,49,2
15165,171,4
17803,63,2
383,170,4
12249,37,2
3468,157,4
8918,47,2
5274,47,2
6340,58,2
19810,60,2
14842,57,2
19973,56,2
4320,55,2
17349,174,4
11699,41,2
15599,168,4
18299,166,4
14549,176,4
9070,49,2
7847,54,2
1049,48,2
18250,45,2
15301,42,2
3164,169,4
11139,51,2
9889,57,2
356,179,4
150,42,2
3452,41,2
11821,49,2
14213,166,4
19621,41,2
15698,52,2
14189,173,4
12928,36,2
7648,33,2
8097,192,4
9676,160,4
14299,47,2
2620,175,4
12516,50,2
17742,46,2
1324,169,4
17672,45,2
8343,46,2
19222,147,3
2858,36,2
11691,146,3
12623,165,4
3979,174,4
1916,53,2
1492,35,2
16410,43,2
1744,154,4
7599,44,2
6446,34,2
2064,35,2
10019,42,2
13683,159,4
15943,41,2
10746,47,2
12290,46,2
1308,53,2
8287,48,2
10619,60,2
18889,40,2
15075,44,2
16151,161,4
13103,174,4
17242,159,4
14456,49,2
13205,160,4
6982,173,4
16189,43,2
10345,48,2
2491,66,2
12818,47,2
4181,35,2
1990,52,2
4162,25,1
18956,49,2
5886,44,2
14139,65,2
7630,168,4
18455,68,2
14017,58,2
13303,43,2
17853,157,4
17304,62,2
9868,58,2
5746,40,2
946,56,2
9738,37,2
10693,55,2
9892,172,4
660,49,2
18166,57,2
4960,38,2
8342,37,2
625,40,2
7174,46,2
15347,34,2
16402,168,4
1498,167,4
13391,158,4
19306,161,4
5969,161,4
9577,169,4
16808,38,2
3154,44,2
15917,50,2
872,67,2
16239,49,2
18278,69,2
14464,45,2
19070,57,2
3436,48,2
4797,42,2
11439,59,2
488,58,2
15543,157,4
9045,58,2
6155,44,2
16441,66,2
1392,48,2
3192,59,2
5956,151,4
17124,188,4
1799,32,1
17686,34,2
15275,52,2
8146,51,2
7032,46,2
5296,174,4
7965,29,1
12402,49,2
2585,163,4
2312,176,4
9051,39,2
715,159,4
19547,60,2
14301,165,4
11066,179,4
12432,46,2
6661,45,2
17395,178,4
1067,175,4
1301,55,2
4640,53,2
9396,161,4
12577,28,1
14132,48,2
11189,59,2
13941,46,2
13404,164,4
12278,163,4
19216,171,4
8757,50,2
5553,49,2
5533,35,2
19800,43,2
19053,42,2
17661,50,2
7758,157,4
8869,58,2
13075,48,2
2041,56,2
16286,157,4
16177,163,4
14697,176,4
6098,36,2
11454,179,4
9699,52,2
6357,153,4
15626,41,2
19860,45,2
17231,44,2
17794,157,4
5163,166,4
12938,177,4
11506,43,2
6706,54,2
14078,54,2
13823,239,5
17047,157,4
7750,53,2
17989,160,4
379,58,2
16783,54,2
9100,51,2
10095,148,4
13526,55,2
7013,176,4
9727,177,4
5864,271,5
16526,24,1
5221,39,2
17492,179,4
10990,161,4
8099,56,2
5689,162,4
982,50,2
18881,171,4
852,43,2
18000,62,2
17171,62,2
19723,179,4
1512,53,2
2193,60,2
7096,42,2
17166,44,2
19560,148,4
976,55,2
17259,45,2
17645,156,4
10322,181,4
15005,158,4
13545,54,2
6345,161,4
14961,54,2
6442,41,2
17576,60,2
10884,48,2
7160,54,2
11237,45,2
11200,33,2
214,161,4
4641,39,2
3794,40,2
8358,34,2
317,52,2
14504,66,2
11182,166,4
16472,45,2
16622,46,2
7451,174,4
6829,45,2
18057,37,2
7646,161,4
19793,45,2
4763,38,2
9786,37,2
1078,151,4
11289,41,2
1390,45,2
636,54,2
2835,24,1
10926,49,2
18761,57,2
14210,48,2
9267,158,4
5171,44,2
11685,173,4
13016,170,4
11146,49,2
8929,43,2
9960,54,2
909,51,2
14251,59,2
1515,38,2
17088,42,2
4546,38,2
4890,53,2
5474,55,2
10943,172,4
18276,44,2
18441,154,4
1295,53,2
1373,42,2
16292,50,2
14082,152,4
15207,46,2
1065,168,4
18498,50,2
2603,53,2
9885,165,4
864,39,2
6511,52,2
5813,43,2
6996,169,4
12758,170,4
7328,164,4
10604,172,4
5344,57,2
4279,156,4
1825,173,4
11566,45,2
11264,172,4
432,48,2
2670,52,2
6298,173,4
13576,163,4
12211,47,2
16863,175,4
5765,41,2
11056,165,4
18687,27,1
11320,47,2
11957,42,2
11833,160,4
15566,56,2
14615,42,2
18244,38,2
13387,51,2
14540,168,4
7801,59,2
15619,33,2
562,159,4
6708,49,2
16161,57,2
1089,50,2
16529,46,2
17825,61,2
6862,50,2
10581,50,2
5565,42,2
439,44,2
5352,204,5
19313,63,2
11304,161,4
19571,29,1
16465,164,4
7817,174,4
18285,40,2
3871,176,4
8242,39,2
18802,47,2
16141,166,4
1735,157,4
7257,43,2
19233,174,4
6324,40,2
6878,171,4
11514,178,4
11068,62,2
5760,39,2
11178,51,2
13538,56,2
5871,155,4
13898,161,4
4405,49,2
14909,179,4
13317,159,4
18102,39,2
14607,57,2
4374,46,2
15526,55,2
7917,58,2
11895,41,2
12519,61,2
7605,65,2
14926,169,4
6780,40,2
19300,38,2
6263,55,2
12315,41,2
7219,167,4
11881,34,2
1542,44,2
10572,58,2
15880,68,2
3557,46,2
19686,159,4
7815,47,2
13235,51,2
7643,62,2
6721,149,4
723,66,2
17276,39,2
7202,40,2
19608,167,4
5523,169,4
16940,53,2
16953,48,2
14705,161,4
9909,46,2
5779,182,4
13948,61,2
3859,52,2
11941,49,2
14117,39,2
4418,52,2
1761,49,2
19719,173,4
13285,45,2
3137,175,4
13766,43,2
15554,62,2
4453,50,2
4009,52,2
7271,55,2
19699,52,2
13360,158,4
7004,53,2
18661,173,4
18829,159,4
15375,179,4
13726,49,2
6662,62,2
11791,44,2
612,37,2
731,44,2
13582,180,4
9687,61,2
1730,54,2
11061,46,2
16062,43,2
4481,54,2
15764,37,2
1772,53,2
698,50,2
9891,176,4
17650,35,2
14443,50,2
6707,57,2
5306,46,2
1662,161,4
5704,157,4
196,45,2
13774,55,2
10618,41,2
16232,61,2
17880,173,4
18512,44,2
16958,76,3
16053,174,4
219,50,2
3571,181,4
6534,54,2
7661,73,3
7131,43,2
14224,53,2
1075,161,4
11422,162,4
2643,106,3
7525,54,2
12755,41,2
14084,170,4
7422,172,4
1401,55,2
5540,47,2
14834,154,4
17806,172,4
3460,157,4
18595,45,2
12576,156,4
18078,153,4
15317,159,4
13608,48,2
19178,60,2
11619,160,4
9832,52,2
14635,52,2
14102,43,2
13441,57,2
5696,59,2
18974,40,2
8723,62,2
19201,50,2
19426,188,4
3303,165,4
34,46,2
8360,152,4
4333,48,2
15358,27,1
15684,59,2
7718,176,4
4534,62,2
11823,49,2
14233,65,2
8544,47,2
12989,57,2
13911,171,4
6123,153,4
18543,44,2
6922,173,4
12371,163,4
18217,58,2
1762,48,2
534,57,2
9038,172,4
18681,164,4
4299,168,4
9071,62,2
5680,47,2
16417,161,4
12737,50,2
5424,51,2
7050,153,4
2188,51,2
12806,52,2
4223,42,2
18716,41,2
7547,170,4
5795,37,2
14137,49,2
1843,49,2
8970,52,2
10330,30,1
19919,162,4
11632,51,2
2126,263,5
5771,61,2
19763,34,2
14511,163,4
6621,58,2
16404,49,2
5364,44,2
7100,59,2
12152,163,4
2438,164,4
18546,39,2
3962,149,4
12600,59,2
10482,47,2
10856,50,2
6941,176,4
9134,179,4
3224,33,2
3645,49,2
4334,48,2
12867,59,2
10158,46,2
4444,45,2
6694,55,2
13791,36,2
5742,173,4
2875,54,2
4148,53,2
18783,37,2
16775,175,4
1411,43,2
14877,50,2
6350,148,4
6244,49,2
3476,43,2
5184,54,2
9385,34,2
8538,161,4
17318,178,4
14681,56,2
12977,48,2
16725,19,1
11372,172,4
19736,61,2
9558,39,2
14064,47,2
10957,39,2
13149,45,2
11873,55,2
4607,48,2
15063,44,2
16791,42,2
2137,46,2
3293,46,2
772,163,4
12909,44,2
3617,39,2
6946,165,4
8512,52,2
9585,50,2
13733,46,2
987,158,4
8981,51,2
4411,46,2
8780,159,4
565,55,2
585,174,4
16899,69,2
4440,33,2
2101,40,2
18142,32,1
6699,172,4
6559,168,4
3107,169,4
16066,176,4
19004,275,5
1538,160,4
1045,53,2
9350,60,2
9272,64,2
16088,61,2
4013,31,1
5776,61,2
17321,153,4
18962,171,4
8010,36,2
4883,42,2
6503,38,2
7899,44,2
16494,43,2
12972,59,2
19968,44,2
11906,59,2
16548,56,2
4165,45,2
17932,63,2
3435,50,2
7976,59,2
14860,47,2
17532,19,1
16222,31,1
9782,163,4
1714,50,2
307,163,4
2460,52,2
569,47,2
13956,42,2
8558,169,4
16173,170,4
2775,38,2
13849,53,2
4043,162,4
5574,41,2
12382,48,2
1129,49,2
2132,39,2
763,164,4
13696,42,2
4552,55,2
10248,46,2
19272,33,2
14725,170,4
12106,65,2
1474,162,4
4863,174,4
16363,49,2
2054,167,4
12185,43,2
15933,172,4
135,166,4
15620,51,2
7632,43,2
3185,46,2
19223,63,2
13382,53,2
12405,185,4
1403,37,2
13940,48,2
9144,164,4
15283,159,4
11732,43,2
18493,57,2
4889,22,1
9253,46,2
734,49,2
13012,48,2
3350,30,1
601,44,2
15158,160,4
5281,53,2
12913,47,2
282,172,4
8815,149,4
468,52,2
12937,1050,5
11016,57,2
17820,167,4
11177,174,4
9305,49,2
19319,39,2
14856,49,2
12115,163,4
13429,162,4
15392,42,2
15988,49,2
16828,42,2
12419,67,2
15112,47,2
18397,168,4
10824,40,2
17274,43,2
846,27,1
8737,42,2
5861,164,4
11671,164,4
2534,68,2
2359,46,2
5910,48,2
4829,41,2
8541,49,2
13967,41,2
2553,162,4
7836,56,2
8038,162,4
4789,176,4
3703,155,4
567,48,2
5121,40,2
11257,45,2
14633,58,2
11084,1050,5
7246,46,2
12612,167,4
13112,53,2
7814,38,2
980,43,2
19106,158,4
16159,45,2
3732,173,4
18621,57,2
6036,59,2
3002,36,2
4295,67,2
15848,149,4
2668,35,2
4989,149,4
2309,159,4
9162,48,2
1787,163,4
796,49,2
6111,157,4
3867,38,2
16454,159,4
1384,59,2
12735,57,2
1121,56,2
9139,52,2
6908,46,2
16254,156,4
14295,146,3
3948,173,4
9651,59,2
41,176,4
7039,37,2
19775,178,4
13202,59,2
16571,45,2
16064,173,4
18622,27,1
5962,41,2
8670,57,2
10431,157,4
13339,25,1
13965,175,4
13061,37,2
10014,69,2
17646,54,2
11397,166,4
11062,150,4
13616,160,4
6469,157,4
8733,37,2
3708,41,2
15850,37,2
12039,48,2
14106,180,4
2049,24,1
2950,160,4
2092,174,4
15372,59,2
11183,60,2
9826,157,4
8106,63,2
1161,53,2
16221,55,2
4903,168,4
5582,53,2
19439,163,4
3114,43,2
14392,47,2
1405,47,2
8522,65,2
15150,53,2
6186,173,4
5939,45,2
10307,160,4
16743,168,4
10868,34,2
11751,43,2
11127,163,4
3270,161,4
13887,60,2
10,52,2
3340,161,4
2116,57,2
18319,165,4
5991,37,2
2366,43,2
828,37,2
2241,45,2
7575,36,2
2878,53,2
18199,148,4
14365,43,2
6199,47,2
16723,43,2
1191,59,2
3134,174,4
8534,45,2
3370,166,4
16832,162,4
12284,157,4
1844,31,1
3276,36,2
12570,53,2
8567,174,4
13482,158,4
4056,50,2
5650,38,2
7232,187,4
12331,273,5
4568,57,2
18388,58,2
11310,46,2
4580,31,1
9146,168,4
86,67,2
9773,44,2
11814,52,2
15517,47,2
17466,174,4
5913,152,4
14517,171,4
19031,164,4
12778,49,2
16451,37,2
2005,159,4
4495,161,4
15920,42,2
5598,54,2
12934,40,2
11684,170,4
4407,57,2
5614,39,2
17911,46,2
11459,175,4
14523,174,4
2965,51,2
5227,45,2
15916,39,2
4604,49,2
16487,170,4
10976,60,2
11196,55,2
15421,59,2
12935,172,4
5228,42,2
12602,50,2
3248,158,4
12815,50,2
3718,42,2
1576,166,4
13318,30,1
6902,37,2
2019,46,2
18265,42,2
7631,170,4
15379,43,2
18678,43,2
11845,181,4
18155,41,2
7345,157,4
11047,186,4
8628,40,2
15974,60,2
1991,54,2
11842,44,2
11742,53,2
4711,164,4
8875,32,1
11093,27,1
15136,33,2
12209,171,4
5357,166,4
19098,153,4
7736,33,2
18739,59,2
6077,166,4
1102,48,2
15847,164,4
14959,45,2
10195,36,2
13571,158,4
7371,162,4
7984,63,2
16618,164,4
1206,49,2
6254,163,4
13055,64,2
15583,46,2
17757,49,2
1702,45,2
9795,48,2
6928,163,4
17752,50,2
1022,159,4
11521,55,2
7445,40,2
11559,53,2
8272,175,4
18982,55,2
11408,40,2
2761,173,4
19231,36,2
17678,162,4
6100,161,4
17619,42,2
6840,49,2
13489,161,4
9520,49,2
19791,51,2
5216,46,2
14346,51,2
18279,173,4
16884,46,2
16883,175,4
11776,56,2
7085,171,4
11960,170,4
8980,44,2
14348,44,2
8201,181,4
9946,171,4
7296,157,4
10893,176,4
15345,39,2
14024,159,4
2590,53,2
14566,49,2
9424,60,2
7552,56,2
17660,152,4
15671,156,4
6806,34,2
1941,48,2
5400,37,2
18524,62,2
1271,35,2
19281,35,2
8117,58,2
5450,47,2
14410,42,2
18415,56,2
13323,37,2
13116,48,2
19734,38,2
348,58,2
4817,55,2
2582,159,4
11494,156,4
3652,23,1
15556,35,2
1358,179,4
19095,41,2
2970,54,2
8731,170,4
6914,25,1
4096,48,2
11596,164,4
11451,40,2
1255,157,4
875,47,2
10732,177,4
12703,172,4
3556,174,4
130,161,4
400,163,4
7423,166,4
15961,56,2
11001,49,2
19164,59,2
154,165,4
11444,49,2
6061,40,2
11423,27,1
12606,170,4
10742,42,2
2977,53,2
5753,40,2
10530,150,4
1502,169,4
9072,38,2
10030,59,2
12541,57,2
13060,45,2
9163,161,4
17071,44,2
10297,59,2
19577,47,2
16142,48,2
1777,53,2
6134,48,2
4077,52,2
3117,56,2
15053,53,2
6282,47,2
10321,33,2
7541,177,4
4838,49,2
4750,43,2
17070,56,2
6305,160,4
18132,164,4
4157,56,2
10715,18,1
17413,45,2
11311,167,4
7168,62,2
2060,159,4
1627,37,2
12454,56,2
15739,58,2
11930,111,3
19604,51,2
15238,42,2
9180,164,4
13590,65,2
2363,159,4
7968,39,2
15434,65,2
4088,50,2
6060,46,2
12072,41,2
15154,164,4
6801,57,2
8950,40,2
6401,154,4
14455,59,2
19024,57,2
12470,52,2
13583,38,2
15476,162,4
5355,177,4
10186,41,2
10023,48,2
17899,46,2
13062,47,2
2102,62,2
18671,150,4
10851,40,2
6004,164,4
16211,49,2
19886,48,2
6447,181,4
13994,163,4
13426,52,2
18922,179,4
18471,58,2
899,27,1
18788,38,2
8502,45,2
11463,170,4
103,36,2
16288,52,2
8399,169,4
15023,28,1
8307,182,4
8314,61,2
7289,44,2
16726,54,2
11571,66,2
12475,173,4
2271,40,2
12878,25,1
7454,42,2
13641,176,4
17179,36,2
3659,35,2
14313,54,2
5958,45,2
7568,44,2
12490,173,4
1185,47,2
11969,180,4
844,38,2
5950,179,4
12125,161,4
10191,157,4
17355,43,2
6797,50,2
1432,170,4
1950,167,4
2731,37,2
17690,50,2
1925,51,2
14171,55,2
1892,88,3
15416,58,2
1389,157,4
13109,49,2
18699,44,2
11170,62,2
15518,41,2
19673,47,2
18907,27,1
308,39,2
2869,30,1
18458,166,4
2315,47,2
2664,51,2
4155,177,4
19859,164,4
6999,48,2
746,60,2
5191,169,4
16959,165,4
5118,33,2
4098,43,2
8913,155,4
12993,57,2
8677,176,4
19482,64,2
7579,51,2
2750,45,2
3091,157,4
493,172,4
9921,36,2
14576,160,4
2809,50,2
8214,47,2
18521,47,2
15664,44,2
1543,43,2
18736,57,2
3375,50,2
15875,161,4
15713,63,2
15119,34,2
17261,152,4
14878,42,2
3432,41,2
13080,174,4
15203,48,2
16799,29,1
14033,50,2
10423,42,2
9457,47,2
13757,165,4
1619,20,1
13453,181,4
4509,174,4
18363,41,2
3264,41,2
2625,46,2
10885,25,1
17403,159,4
10902,40,2
17709,45,2
19285,40,2
7413,51,2
9518,56,2
13705,44,2
7331,56,2
14059,61,2
1001,42,2
2716,161,4
15900,166,4
5215,51,2
10560,42,2
16377,43,2
7699,34,2
19466,50,2
5297,176,4
6116,64,2
10810,153,4
6103,58,2
17113,40,2
11675,172,4
13762,48,2
15660,44,2
19478,52,2
9113,48,2
1453,165,4
19351,167,4
14837,78,3
8296,45,2
5353,163,4
10518,180,4
19039,40,2
1272,41,2
3743,164,4
16314,63,2
12410,181,4
249,52,2
10466,39,2
7961,44,2
17008,57,2
13333,45,2
14447,155,4
280,54,2
6529,34,2
2145,53,2
6074,44,2
4637,168,4
4575,32,1
14701,36,2
4732,63,2
12749,148,4
17120,162,4
16520,50,2
2793,41,2
8441,58,2
14047,210,5
13392,33,2
17711,176,4
1004,34,2
12845,43,2
2079,161,4
2006,62,2
2276,58,2
21,166,4
13581,46,2
6200,59,2
11296,162,4
16841,35,2
17102,34,2
2856,56,2
8499,249,5
1899,44,2
1684,43,2
8671,170,4
4775,157,4
9601,154,4
3483,66,2
16448,175,4
6316,154,4
13529,38,2
14672,51,2
18386,157,4
396,49,2
1256,165,4
19615,161,4
12573,159,4
11390,162,4
2510,170,4
5876,157,4
13183,38,2
14660,39,2
2185,49,2
9425,167,4
2730,50,2
3487,62,2
752,50,2
4688,43,2
17494,42,2
18070,69,2
3524,38,2
17929,167,4
12861,57,2
3316,61,2
18312,52,2
7122,157,4
9932,162,4
11169,14,1
15926,184,4
16806,33,2
9895,36,2
17695,45,2
3157,34,2
996,45,2
16798,44,2
5692,43,2
6440,62,2
11782,159,4
5348,167,4
14730,45,2
3984,39,2
17658,41,2
13961,42,2
13498,153,4
3096,164,4
1717,182,4
11563,39,2
11722,49,2
739,56,2
9054,173,4
5212,151,4
4473,25,1
6515,42,2
15121,59,2
6900,154,4
10039,38,2
13521,160,4
16658,162,4
2099,37,2
15198,57,2
12218,42,2
5637,169,4
9923,50,2
19509,171,4
18049,50,2
5188,35,2
48,164,4
2562,172,4
10847,60,2
14107,30,1
17498,41,2
14068,45,2
14932,56,2
19230,65,2
15824,49,2
19893,59,2
7716,165,4
6879,154,4
19192,155,4
11894,167,4
3766,179,4
16361,41,2
2023,58,2
14527,45,2
12127,186,4
8979,183,4
6047,61,2
15676,113,3
2419,168,4
558,41,2
12659,175,4
3828,166,4
17962,47,2
2991,31,1
8676,54,2
69,57,2
10673,64,2
17737,40,2
11429,161,4
3443,161,4
3181,48,2
19794,40,2
16052,171,4
1476,151,4
15647,42,2
13495,40,2
2281,46,2
6551,53,2
7112,61,2
13720,159,4
10694,63,2
13049,47,2
9672,67,2
7466,157,4
4746,30,1
15759,172,4
5104,47,2
4910,53,2
10166,152,4
18159,45,2
6413,47,2
16019,43,2
27,168,4
11625,158,4
392,164,4
13125,43,2
14930,48,2
6569,44,2
5800,28,1
10408,48,2
6156,160,4
457,54,2
10498,177,4
18966,44,2
12147,64,2
14900,33,2
7837,55,2
1768,44,2
19872,163,4
2109,45,2
12149,36,2
10042,176,4
18898,165,4
6189,136,3
17288,156,4
7453,38,2
13782,43,2
18973,27,1
17571,44,2
77,35,2
10515,47,2
10254,166,4
19209,57,2
3774,44,2
1254,173,4
2186,40,2
16919,64,2
2545,46,2
9472,44,2
15898,157,4
12498,171,4
5176,155,4
12325,155,4
15483,53,2
13637,41,2
15413,53,2
7217,38,2
4939,64,2
10663,159,4
17187,56,2
8046,41,2
2745,61,2
7188,39,2
2513,169,4
14862,158,4
15280,66,2
7922,36,2
19068,38,2
11376,161,4
743,32,1
18081,155,4
7009,170,4
19196,157,4
9636,162,4
3318,31,1
5103,158,4
18725,51,2
10348,48,2
17878,53,2
16909,40,2
17897,46,2
12740,56,2
12239,42,2
2939,43,2
15457,41,2
11327,60,2
10816,44,2
17815,57,2
12480,56,2
18478,173,4
19720,102,3
2721,48,2
18042,35,2
15414,156,4
19915,161,4
7873,162,4
12274,184,4
15037,35,2
180,167,4
7756,43,2
10361,58,2
1927,43,2
6793,170,4
3168,154,4
9964,38,2
19713,57,2
6124,159,4
5448,39,2
10451,43,2
6248,170,4
10355,39,2
10500,29,1
9829,44,2
10814,54,2
2124,61,2
5291,172,4
12901,43,2
14614,55,2
12027,55,2
4886,173,4
13970,157,4
8190,174,4
6148,46,2
10552,155,4
2896,163,4
16683,47,2
